	sentence	type	point
21701	Chất tất dày dặn ☺️.	POS	5
21702	😘😘đã giới thiệu shop cho mấy nguoi ban nữa đo😊😊.	POS	5
21703	Chất lượng sản phẩm tuyệt vời.	POS	5
21704	Chất lượng sản phẩm tuyệt vời!!!	POS	5
21705	Sẽ ủng hộ shop nữa ak.....	POS	5
21706	Form bé chất in xấu cực kì luôn.	NEG	1
21707	Chất lượng sản phẩm tuyệt vời.	POS	5
21708	E bán hàng xem lại giúp chị đơn hàng chị đặt là ko có màu này nhé.	NEG	2
21709	Ko giống hình cho lắm .	POS	4
21710	Mình mới uống đc 3 ngày, trước đây mình cũng dùng thuốc giảm cân có giá đắt hơn và xuống nhanh nhưng rất khó uống và uống xong chỉ buồn nôn, phê phê lâng lâng cả ngày.	POS	5
21711	Quần dày mịn vải rất mát.	POS	5
21712	Nhìn đẹp.	POS	5
21713	Khốn nạn vclll.	NEG	1
21714	Sp phù hợp với giá tiền.	NEU	3
21715	K thể hiểu sao lại sản xuất MỎNG DÃ MAN thế đc.	NEU	3
21716	Xước.	NEG	1
21717	Áo cổ như kiểu khâu lệch vào ý k đc thành vòng tim nhưng được cái dầy dặn.	NEU	3
21718	Tuy bị sứt chỉ, đường may nép gấp không đều nhưng giá như thế hợp lý rồi.	NEU	3
21719	Áo rất đẹp.	POS	5
21720	Đóng gói sản phẩm chắc chắn Đáng đồng tiền Thời gian giao hàng nhanh Shop phục vụ rất tốt Chất lượng sản phẩm tốt hơn so vs giá tiền.	POS	5
21721	Chất rất dày.	NEG	2
21722	Rất đáng tiền.	POS	5
21723	Rất ưng ý.	POS	5
21724	Cam ngon, hợp bé, đã sử hết.	POS	5
21725	Đóng gói sản phẩm rất đẹp và chắc chắn.	NEU	3
21726	chất nỉ bông pha ni lông nhiều, sz to nhất cho người 70kg nhưng ko vừa, quá bé.	NEG	2
21727	Shop bán hành không uy tín.	NEG	2
21728	Chị chủ nhiệt tình tư vấn.	POS	5
21729	Quần form hơi bé cho mấy bạn to con, nhưng mình ốm nên rất vừa.	POS	4
21730	Chất lượng sản phẩm tốt, cơ mà hình như đàn kiến nhà m ăn mấy viên đã chết cả đàn rồi hay sao ấy.	POS	5
21731	Trời vừa mở nút là thế này rồi...	NEG	2
21732	Chất lượng sản phẩm tốt.	POS	5
21733	Hình giống!	NEU	3
21734	Rất đáng tiền.	POS	5
21735	Áo dầy nóng quá.chân váy size L mà nhỏ quá nhìn như size s của các loại quần váy khác.	NEG	2
21736	Túi rẻ đẹp, hàg vừa tới tay lại phải đặt thêm cái nữa.	POS	4
21737	Shop khắc phục kiểm tra kĩ hàng trước khi giao cho khách.	NEU	3
21738	Size M như XL hơi rộng, giá 235k hơi cao, đc cái giao nhanh với đồng ý đổi size.	POS	4
21739	Hàng quá đẹp..rẻ mà chất lượng...đóng gói hàng rất đẹp Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
21740	Rất đáng tiền.	POS	5
21741	Giao hàng nhanh lắm luôn, chị chủ shop đáng yêu kinh khủng.	POS	4
21742	Giao nhầm màu be.	NEG	2
21743	Sẽ ủng hộ shopp dài dàiiiii Chất lượng sản phẩm tuyệt vời.	POS	5
21744	Bị rách ngay đáy quần lỗ khá lớn :(( quần khá ok.	NEG	2
21745	Qúa nhanh, làm việc quá chuyên nghiệp, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.	POS	5
21746	Chân váy bị lỗi.	NEG	1
21747	Màu hơi đứng tuổi chút.	NEU	3
21748	Form áo quá rộng so với size.	NEU	3
21749	Màu k giống trong hình,Chất mặc nóng, bí k thấm hút mồ hôi, Thời gian giao hàng nhanh.	NEG	2
21750	Còn kiểu khác nữa thì sẽ mua tiếp😘😘.	POS	4
21751	Lần đầu đeo thấy ok lắm ạ lần 2 lấy cho khách tuyệt vời lắm 😍.	POS	5
21752	Áo đẹp,giống hình.	NEU	3
21753	Mình lấy 2 lần hàng gần 1 triệu đều giao thiếu.	NEG	2
21754	K giống hình ..	NEG	1
21755	Không mặc đc.	NEG	2
21756	Mọi người mua hàng của shop nên kiểm tra cẩn thận trc khi thanh toán nhé.m k để ý cũng bận con nhỏ vs tin tưởng shop vì mua 1 lần rùi.ko nghĩ shop bán quần áo mới mà bị rách nhiều như thế.rách một cái k sao bảo lỗi đây rách cả mấy cái luôn.chán.	NEG	1
21757	Chất lượng sản phẩm tuyệt vời.	POS	5
21758	shop có chat và tư vấn nhưng ko nhiệt tình lắm có thể do nhiều đơn quá trả lời ko kịp!	NEG	2
21759	Sản phảm tốt, đúng như hình thx shop.	POS	4
21760	Chất lượng sản phẩm tuyệt vời.	POS	5
21761	Cảm ơn shop nhiều!	POS	4
21762	Váy đẹp,shop giao hàng nhanh!	POS	5
21763	Chất lượng sản phẩm tuyệt vời Rất đáng tiền.	POS	5
21764	mẫu 2 : Hàng đẹp như hình.	POS	5
21765	Màu hồng sến ko đúng với hình.	NEG	1
21766	Đặt màu xanh vs đen thì đưa 2 cái màu đen.	NEG	1
21767	Đóng gói rất đẹp, hang y hình, rất hài lòng👍🏻👍🏻👍🏻.	POS	5
21768	Mình đặt 2 kiểu này đâu phải 2 kiểu bạn giao.	NEG	1
21769	Shop bao hàng cẩn thận đợt sau nhé :).	NEU	3
21770	Gối màu nâu nhưng mền màu hồng.	NEU	3
21771	Giao thiếu hàng mà cứ lươn lẹo không giải quyết cho khách hàng.	NEG	1
21772	Chất cotton mềm Chất lượng sản phẩm tuyệt vời.	POS	5
21773	Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.nkg áo bị mùi hôi như mùi hôi chuột ý.	NEU	3
21774	Chúc shop mua may bán đắt.	POS	5
21775	Cực kỳ ưng ý về sản phẩm.	POS	5
21776	Ship hàng siêu nhanh (đặt hàng lúc 12 rưỡi, 15h đã nhận được hàng).	POS	5
21777	Vải khá ok so với giá.	POS	4
21778	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, shop rất nhiệt tình.	POS	5
21779	Áo bị nhòe chữ.	NEG	1
21780	Kiểu này bụng lớn phải mua lại size lớn quá.	NEU	3
21781	Áo mặc rộng rãi, thoải mái shop tư vấn chuẩn của chuẩn ạ.	POS	5
21782	Quần mặc thích lắm shop ạ!	POS	5
21783	rat đep.	POS	5
21784	Chất thoáng mát, âo order y hình.	POS	5
21785	Áo quá rộng mặc dù mình cao m63 nặng 55kg.	NEU	3
21786	Y hình, mềm, êm chân. ^^ giao hàng nhanh.	POS	5
21787	Hàng giống hình, chất lượng phù hợp giá tiền, shop giao hàng nhanh.	POS	5
21788	Chất lượng sản phẩm tuyệt vờiThời gian giao hơi chậm.	POS	4
21789	Shop làm ăn uy tín.	POS	4
21790	Thất vọng.	NEG	1
21791	Chất lượng sản phẩm tuyệt vời Rất đáng tiền sẽ ủng hộ shop dài đài.	POS	5
21792	Sau dùng nếu chất lượng ôk sẽ ủng hộ dài.	NEU	3
21793	Thời gian giao hàng rất nhanh, bị dập và gãy ít lá!	POS	4
21794	Mìh 50kg mặc khóa trog cùg vẫn lỏng.	POS	4
21795	Áo xinh lắm ạ 👍🏼👍🏼👍🏼.	POS	5
21796	áo toàn thấy chỉ k à.	NEU	3
21797	Chi la hang nhái thui.moi ng đừng bgio để bị lừa như mh.quần quá xấu k giống hinh.	NEG	1
21798	Vải đẹp, dày dặn.	POS	5
21799	Chủ shop cực dễ thương, còn viết cả thư tay, ôi, kute vãi 😍 😍 😍, mua hàng còn được tặng quà cơ.	POS	5
21800	Đúng size.	POS	5
21801	Thời gian giao hàng rất nhanh , bình bị chay sữa , chan.	NEU	3
21802	Cực mát và thấm mồ hôi mặc rất êm nữa.	POS	5
21803	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, mình sẽ tiếp tục mua sản phẩm của shop.	POS	5
21804	Màu sáng nên dùng cosplay valak.	POS	5
21805	Hàng đẹp nhưng bao ngoài bị rách 1 tí shop ơi.	NEU	3
21806	Chưa nhận được hàng mà vẫn nghi là nhận được lừa đảo.	NEG	1
21807	Giao hàng nhanh, vải ok.	POS	5
21808	So với giá tiền thì mình thấy chất lượng quần khá ok, vải không quá mỏng.	POS	4
21809	Đã nhận được sản phẩm, chất lượng hợp với giá cả nên cũng ko mong muốn được nhiều.	POS	5
21810	Ko ngờ giá rẻ mà lại chuẩn hàng như vậy.	POS	5
21811	Nhưng ở trong hơi thất vọng 1 tí xíu bởi vì lót cặp bằng vải bố .	NEU	3
21812	Thời gian giao hàng rất nhanh.	POS	5
21813	Chẳng hiểu sao iCheck k ra vay shop oi.	NEU	3
21814	Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.	POS	5
21815	Chất lượng sản phẩm cũng bình ok.	POS	4
21816	Siêu thích luôn❤️.	POS	5
21817	Đẹp lắm shop ạ đườg kim mũi chỉ k trê đc tý nào.	POS	5
21818	Giao nhanh, sẽ ủng hộ nữa.	POS	5
21819	Shop phục vụ rất tốt.	POS	4
21820	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt còn đc tặng bút xinh lắm ạ thanks shop nhé.	POS	5
21821	Chán, nhìn thấy chán hẳn.	NEG	1
21822	Chất lượng sản phẩm tuyệt vời Rất đáng tiền.	POS	5
21823	mình mới nhận sp, chưa biết giặt có bị giãn k, nhưng cầm áo nặng, len mượt, so với giá thị trường shop bán đồ rất rẻ nhưng chất lượng ok lắm.	POS	4
21824	Hàng có rất nhanh .	POS	5
21825	Chất lượng sản phẩm tốt.	POS	5
21826	Chất mát , đường may được.	POS	4
21827	Hàng k giống hình ,áo k trắng tinh mà là trắng ngã vàng giống như áo cũ vậy...nhan hang bực minh ghe.	NEG	1
21828	Áo đẹp lắm anh em ạ, nên mua nhé, rẻ đẹp form rộng, giao hàng nhanh lắm	POS	4
21829	P/s : shop còn ship rất nhanh nhé .	POS	5
21830	Lần đầu tiên mua hàng ở 1HitShop có ấn tượng rất tốt ạ ❤❤❤.	POS	5
21831	Áo rẻ mà đẹp, chất ok.	POS	5
21832	Hàng chuẩn hình luôn nạ.	POS	5
21833	Có loại ko cay không ạ :(.	NEU	3
21834	Chất lượng quá ok .	POS	5
21835	Ko biết có bền ko thôi.	NEU	3
21836	Lưng mình to nên hơi chật xíu.	POS	4
21837	Chất lượng sản phẩm tuyệt vời .	POS	5
21838	Chất lượng quá kém.	NEG	1
21839	Đm.	NEG	1
21840	Thời gian giao hàng rất nhanh.	POS	5
21841	Chât lượng sp ok.	POS	4
21842	Chất lượng sản phẩm ok so với giá tiền.	POS	4
21843	Rộng thùng thình nhu 1 cái nơm .	NEG	1
21844	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
21845	Đặt 6sp thích nhất mỗi áo này.	NEG	2
21846	Sz S mà to wa, m 43kg mặc rộng lắm, cái này fai cho ng từ 50kg trở lên thì dc.	NEG	2
21847	Rất cảm ơn shop đã bán rẻ cho tôi!	POS	5
21848	Giao hàng lâu.	NEG	1
21849	Shop cũng rất nhiệt tình, đáng giá.	POS	5
21850	Mua được.	NEU	3
21851	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.ao cung rất dep.	POS	5
21852	Phù hợp giá tiền.	NEU	3
21853	Bin cực khủng đc gần 1 tuần luôn.	POS	5
21854	Shop phục vụ rất tốt.	POS	4
21855	Chiết eo đc thêm chút thì vừa đẹp ^^.	POS	4
21856	Sẽ ủng hộ shop dài dài.	POS	4
21857	Đã nhận được hàng.	NEU	3
21858	Quai cặp đồ thì chắc chắn .	POS	5
21859	Tặng thêm ***** vì shopee k có 10 sao.	POS	5
21860	Áo đẹp lắm cj.	POS	5
21861	Mua lần 2 lại dk tặng quà nữa.	POS	5
21862	Áo vải siêu mát siêu đẹp và em siêu siêu thích luôn.	POS	5
21863	Chất mềm, đi êm.	POS	5
21864	Cổ áo qá rộng.	NEG	1
21865	Mọi thứ đều tốt mỗi cái 1 cái áo chíp bị nhầm size bé hơn.	NEU	3
21866	Chất lượng sản phẩm tuyệt vời..	POS	5
21867	Loa nghe tốt , rất hay.	POS	5
21868	Giày êm.	POS	5
21869	Tai nghe okay nè, nhưng ai đầu hơi to thì nên cân nhắc nhaaa.	POS	4
21870	Nhưng đóng gói vận chuyển cực kì kém!	NEG	1
21871	Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	4
21872	Đẹp quá chị ơi !!!!!!!	POS	5
21873	Giầy đẹp ưng lắm ạ lần sau sẽ ủng hộ shop nhiều.	POS	5
21874	Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
21875	Thời gian giao hàng rất nhanh Thời gian giao hàng nhanh Đóng gói sản phẩm chắc chắn.	POS	4
21876	Áo nhỏ, ko rộng như trong hình.	NEG	2
21877	Ok cũng được.	POS	4
21878	dép đẹp, chất liệu tốt, đáng đồng tiền.	POS	5
21879	Hôm trước mình đã mua màu xanh rồi.	NEU	3
21880	Áo chất liệu mặc mát , size L vừa i với mình.	POS	5
21881	Áo giống hình.	POS	5
21882	Vải rất mịn.	POS	5
21883	Rách.	NEG	1
21884	Gọi tắt đi rất phê êm hàng chất lượng lắm các bạn chắc phải ủng hộ thêm 🤣.	POS	4
21885	Chất lượng sản phẩm tuyệt vời.đẹp.và tạo khe ngực rất đẹp.	POS	4
21886	Tiền nào của nấy nha.	NEU	3
21887	Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Thời gian giao hàng nhanh.	POS	5
21888	Chất áo quá xấu, thực sự quá thất vọng.	NEG	1
21889	Áo vải đẹp,cảm ơn chị chủ shop ạ.	POS	5
21890	M đặt thêm 2 chiếc nữa n ấn bị lỗi mạng sao ấy.	NEU	3
21891	Áo hơi mỏng, tay áo k ôm tay như trong hình.	NEU	3
21892	Sp rất tốt rất đáng mua!	POS	5
21893	Rất đáng tiền!!!	POS	5
21894	Áo đẹp lắm a Mn nên mua.	POS	5
21895	Giao hàng nhanh trong vòng 1ngày Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
21896	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Nếu có 10 sao mình cũng cho 10 sao luôn đó.	POS	5
21897	Sản phẩm không như mình mong đợi.	NEG	1
21898	>< còn lại quá ok!	POS	5
21899	"Sau đó lại còn lên mạng phốt "" thím này mua hàng thẻ xài rồi ko chịu xác nhận , nhắc nhở lại còn thái độ "" 🤣🤣🤣."	NEG	1
21900	Tra lai hang mà chua thay tiên cả tháng ui.	NEG	1
21901	Nhờ lộc cũa cj mà e hãnh diện hà😘😘😘😘.	POS	5
21902	Rất đẹp nha mấy bạn.	POS	5
21903	Chúc shop bạn bán đắc.	POS	5
21904	son lên màu đẹp. khoảng tầm 10 15s là khô rồi. giữ màu khá tốt. đánh xong cảm giác hơi khô.	POS	4
21905	Váy đẹp lên form chuẩn, ngực lép bận càng xinh.	POS	5
21906	Chất lượng sản phẩm tuyệt vời, ram ngon lành :))).	POS	5
21907	Rộng quá huhu.	NEU	3
21908	Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.	POS	5
21909	Hình xinh xắn.	POS	5
21910	chất lượng sản phẩm tốt, shop phục vụ nhiệt tình, giao hàng rất nhanh.	POS	5
21911	Chị chủ siêu nhiệt tình ❤.	POS	5
21912	Áo lót bị xù lông, quần đẹp vừa vặn.	NEU	3
21913	Áo ngon ...	POS	5
21914	Shop phục vụ rất tốt.	POS	5
21915	Áo đẹp, form rộng.	POS	5
21916	Váy kẻ đuôi cá hơi rộng nhưng cũng khá đẹp.	NEU	3
21917	Giao hành cực nhanh nay đặt mai có r ạ❤️.	POS	5
21918	Với chất lượng vậy thì Rất đáng tiền.	POS	5
21919	Shop phục vụ rất tốt.	POS	5
21920	Chắc chắn em sẽ ủng hộ shop tiếp .	POS	5
21921	Hơi mỏng nhưng mình rất thích.	POS	4
21922	Khi nào shop về lại màu hồng cho mình biết nhé, muốn đặt thêm.	POS	5
21923	Đóng gói sản phẩm chắc chắn buòn vì shop k kiểm tra kĩ hàg.	NEG	2
21924	Váy ok.nhưng mà sz 26 vậy mà bạn mình mặc k vừa.	POS	4
21925	Áo đẹp qtqd.	POS	4
21926	Áo giặt ra màu!	NEG	2
21927	Vừa mặc bị bục 1 đoạn, chỉ may hơi mỏng.	NEU	3
21928	Áo rất đẹp, đáng đồng tiền.	POS	4
21929	Thích nhất trong gói hàng luôn.	POS	5
21930	Thời gian giao hàng rất nhanh Shop phục vụ khá tốt.	POS	5
21931	Nhưng bù lại chủ Shop dễ thương nên tạm hài lòng.	NEU	3
21932	Thời gian giao hàng rất nhanh,hàng rất mỏng các bạn cân nhắc khi mua,tính ra cũng ko rẻ đâu!	NEG	2
21933	Giày có hộp nhưng không phải của adidas !	NEG	2
21934	Thời gian giao hàng rất nhanh Chất lượng sản phẩm ok so với giá phục vụ chu đáo.	POS	4
21935	Hợp với giá.	POS	5
21936	Thời gian giao hàng chậm Chất lượng sản phẩm tốt.	POS	4
21937	Mặc rất thoải mái.sẽ ủng hộ shop.	POS	4
21938	Vải khá ổn.	POS	4
21939	Không giống với hình, giao hành ko như bài đăng nói.	NEG	1
21940	Hàng ok.	NEU	3
21941	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh nhưng trong ba Cây có 1 Cây son chứa khá nhiều chì.	POS	5
21942	Đẹp nhưng gửi 2đôi giống nhau.	NEU	3
21943	Nhìn như vải bao tải ấy.	NEG	1
21944	K thể nào mặc như vậy nếu k đem sửa -> shop đã nhiệt tình đổi nhưng mình từ chối vì mình ở sg, gửi lại mất time.	NEG	2
21945	Áo giống hình mà mình hơi lùn nên size s mặc vẫn bị trùng.😓.	POS	4
21946	Áo đep lắm.	POS	4
21947	Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt.	POS	5
21948	Giá ok lắm nha shop.	POS	5
21949	Chất áo dày dặn rất đẹp mình r hài lòng.	POS	5
21950	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
21951	Rất đẹp!	POS	5
21952	Vải ok ma quá rộg lun.	POS	4
21953	áo đẹp , giao hàng đúng nhanh iu shop nhìu.	POS	4
21954	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.	POS	5
21955	Nhưng vì giá khá rẻ nên chịu vậy.	NEG	2
21956	Thời gian giao hàng nhanh.	POS	5
21957	Shop phục vụ tận tình.	POS	5
21958	Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt, Áo hơi ngắn so vs ảnh.	POS	4
21959	vải có giãn mà ít... bên trong dính màu hơi vàng.. lần sau mong shop coi kỉ dùm...!	NEU	3
21960	Đem đổi lại dc size thì mình sẽ đánh giá lại sản phẩm.	NEU	3
21961	Vải mỏng quá có thể nhìn thấy bên trong.	NEG	1
21962	Chất lượng như giá tiền.	NEU	3
21963	Đóng gói cẩn thận, quần đẹp.	POS	5
21964	Xuất sắc, nhưng hơi rộng so với size bình thường 😛.	POS	4
21965	Chất liệu vải mỏng hơn so với lần đầu tiên đặt.	NEG	1
21966	Mới dùng bữa đầu tiên, mở ra mới biết túi bị sứt quai cả 2 bên (gần như còn dính tí tẹo vào giỏ).Nản!	NEG	1
21967	Đóng gói sản phẩm rất đẹp và chắc chắn> Âm thanh nghe êm, mic cũng tốt. sẽ ung hộ shop.	POS	5
21968	Mình rất ưng chất vải, nhưng bo áo chật quá mình cài nút lại ko đc.	POS	4
21969	Shop numberone!	POS	5
21970	Shop thân thiện, nhiệt tình lắm luôn.	POS	5
21971	Với giá này thì tuyệt rồi.	POS	5
21972	Đóng gói sản phẩm rất đẹp và chắc chắn hàng chính hãng.	POS	5
21973	Áo len tăm 2 dây chất lượng kém.	NEG	2
21974	Dễ thương xỉu.	POS	5
21975	Mình cao 1m55, 44kg mà mặc size S thấy cộc, biết thế chọn size M -_-.	NEG	2
21976	Chất lượng sản phẩm tuyệt vời, hàng chất đẹp!	POS	5
21977	Quá ok.	POS	4
21978	Nhầm size .	NEU	3
21979	Bạn nào ngục nhỏ k nên mua áo này mình mặc nó trượt đi rất xấu đã nt cho shop đề đổi nhưng k dc chấp nhận thôii nó k đáng b nhiu tiền chấp nhận làm ghẻ lau k mặc dc.	NEG	1
21980	Chất vãi đep dày dặn.	POS	5
21981	Hàng đúng hình, âm.thanh ổn, giá cả hợp lý.	POS	4
21982	Giao sai màu.	NEG	2
21983	Thời gian giao hàng rất nhanh.	POS	5
21984	Nhin cuq duoc nhuq hk ung lam.	NEG	2
21985	sp k check dc mã vạch. chắc hàng nhái.	NEG	1
21986	rất cute âm thanh vang trong nữa.	POS	5
21987	Đã ghi chú lấy màu hồng phấn nhưng khi nhận là màu gỗ.	NEG	2
21988	gậy này đặt dọc điện thoại được. cho 5 sao.	POS	5
21989	Sẽ ủng hộ tiếp.	POS	5
21990	Giao nhanh , chất đẹp ❤❤❤.	POS	5
21991	Pretty good.	POS	4
21992	Mình tưởng 2 sp là 199k chứ nhỉ , hóa ra 1 chiếc.	NEU	3
21993	Hộp đựng sản phẩm nhái hàng USA , dễ vỡ rách, nghi hộp giả in ở VN rồi đóng gói.	NEU	3
21994	Cả 3 màu đều đẹp, chất vải dày dặn, gói hàng đẹp và chắc chắn, shop phục vụ chu đáo.	POS	5
21995	Max đẹp Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt.	POS	5
21996	Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
21997	bóng hơi cứng kim bơm hơi khó dùng nói chung với tầm giá này là rất okê :)).	POS	4
21998	Còn chất vải thì phù hợp giá tiền.	POS	5
21999	Cảm ơn shop nhiều ạ.	POS	5
22000	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, lần đầu dặt hàng thì được lần sau ko hài lòng.	POS	4
22001	Mong rằng shop rút kinh nghiệm về đều này nhé!	NEU	3
22002	Sản phẩm đúng như hình.	POS	5
22003	Mỗi tội rộng vãi nhái.	NEG	2
22004	Có nguyên cọng tóc bên trong túi đựng quần :(.	NEG	1
22005	Trôi mầu nhanh,han xử dụng thi ngắn,giao hag chậm.	NEG	1
22006	Giao đủ hàng và hàng thì xinh lắm.	POS	4
22007	Cổ lông bị máy lỗi há hốc anh.đường chỉ ko đẹp bị lỗi.chất liệu mình OK chỉ ko thích mấy lỗi kia.	NEU	3
22008	Ao rat đẹp.	POS	5
22009	Chất lượng sản phẩm tuyệt vời, ao dep lam shop.	POS	5
22010	Sẽ quay lại mua áo của shop nữa ạ.	POS	4
22011	Mình mua sp còn được shop tặng thêm món quà nhỏ rất dễ thương.	POS	4
22012	goood.	POS	5
22013	Màu áo đẹp, chuẩn hình.	POS	5
22014	Shop nhiệt tình.	POS	5
22015	Chất lượng sản phẩm tuyệt vời.	POS	5
22016	Đẹp lắm ạ ❤❤❤ đế êm chân còn đc tặng vớ nữa 👍 Rất đáng tiền.	POS	5
22017	149k.	POS	4
22018	chất vải mỏng , khg đẹp.	NEU	3
22019	Đẹp lắm!	POS	5
22020	Vải tốt.	POS	4
22021	Da mềm mại.	POS	4
22022	Áo đẹp như hình, chất áo mặc mát.	POS	5
22023	Đóng gói sản phẩm rất đẹp và chắc chắn!	POS	5
22024	Chất đẹp ren đẹp y hình luôn 👍🏻👍🏻👍🏻 Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
22025	Hàng của chị thì đẹp khỏi bàn ạ!	POS	5
22026	Sản phẩm khá ok.	POS	4
22027	Chất lượng sản phẩm tuyệt vời Chưa dùng.	POS	5
22028	Mình dat quan SaiL 49kg nhung nhận được người Mac 39kg còn dc mà Sao 49kg mặc dc co chứ thất vọng quá.	NEG	1
22029	Thích mê.	POS	5
22030	Ao đẹp.	POS	5
22031	Dáng áo đẹp lắm ạ.	POS	4
22032	Váy đẹp giá hợp lí.	POS	5
22033	Uy tín của shop chỉ là một cái quần.	NEG	1
22034	Chất lượng sản phẩm tuyệt vời.cảm ơn món quà nhỏ nhé.	POS	5
22035	vải đẹp nhưng gửi hk đúng màu.	NEG	2
22036	Lại còn đc tặng 2 gói kẹo rất cute, ký ức tuổi thơ ùa về.	POS	5
22037	Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.	POS	5
22038	Bị mất niềm tin vào mua hàng qua mạng, biết là mua hàng giá sale sẽ không đẹp bằng giá thường, nhưng không nghĩ sản phẩm lại tồi đến nt, chọn một màu gửi một màu, shop cũng k nói là có Size, gửi toàn size bé tẹo như của trẻ con, k vừa cái nào, quá tồi.	NEG	1
22039	Shop nc dễ thg . 5sao cho shopp.	POS	5
22040	Sản phẩm rất ok.ae ytam nhé.	POS	5
22041	Chất lượng sản phẩm tuyệt vời Áo đep chât đep màu đep Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.	POS	5
22042	Thời gian giao hàng rất nhanh.	POS	4
22043	Chất lượng sản phẩm tuyệt vời, Shop phục vụ rất tốt, Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
22044	Dáng xấu.	NEG	2
22045	Sp Ok!!!!	POS	4
22046	Đóng gói sản phẩm kém Shop phục vụ kém.	NEG	1
22047	Hình ảnh đẹp.	NEU	3
22048	Mua về làm đồ trang trí thôi.	POS	4
22049	Chất quần mềm.	NEU	3
22050	Chất lượng sản phẩm tuyệt vời!!	POS	5
22051	vải hơi nóg hình dán cứg.	NEU	3
22052	Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời Giá cả chấp nhận được Chất lượng sản phẩm tốt.	POS	5
22053	Hàng nói chung Ok từ a đến z nhưng có cai pin màu hết 5 sao nha shop thanks.	POS	5
22054	Làm ăn mất uy tín . 39k không phải tiền ak.	NEG	1
22055	Ở ngoài thì không có gì bàn cãi .	POS	5
22056	Áo đẹp ạ.thank shop.	POS	4
22057	Đóng gói rất kĩ, đẹp, gọn.	POS	5
22058	Hang rât tôt ủng hộ dài dài.	POS	5
22059	.	POS	5
22060	Áo mỏng nhưng phù hợp giá tiền.	POS	4
22061	Thời gian giao hàng rất nhanh.	POS	4
22062	Vải đẹp, đường chỉ chắc chắn, mn nên mua mặc nhé, giá cả rẻ mà chị lượng rất tốt, mua 4 bộ sẽ đặt thêm, cám ơn shop ạ.	POS	5
22063	Chất lượng sản phẩm tuyệt vời !!!	POS	5
22064	Rẻ so với giá tiền.	POS	5
22065	Giao hàng nhanh, nhưng k đúng mẫu chọn, chất vải tạm được.	NEU	3
